17.68753518;0.000194756
16.45653456;0.000185904
14.0873183;0.000210899
17.51451349;0.000180176
16.22645261;0.000168251
16.21292602;0.000182259
15.37546471;0.000180697
14.67776812;0.000194756
15.37900087;0.000196319
16.80596111;0.000185383
15.53882202;0.000202568
4.339480748;0.000381181
4.582926677;0.00031713
5.06693065;0.000293176
4.931364912;0.000320775
5.503117365;0.000287448
7.575363555;0.000208816
6.382966162;0.000239019
5.925552039;0.000238499
4.85026023;0.000286407
4.469158172;0.000307236
3.407608076;0.000421799
2.351902267;0.000656131
3.146283129;0.000515532
3.030808416;0.000453043
3.04726644;0.000437421
2.488558517;0.000525947
4.000839559;0.000385347
3.597977242;0.000374932
3.929588048;0.000322858
3.818261563;0.000328066
3.906375291;0.000312444
3.514830709;0.000354103
3.103749599;0.000406177
3.374500395;0.00035931
2.543489066;0.000505117
2.016448784;0.000676961
2.184486183;0.000624887
2.730607728;0.00049991
2.242894904;0.000572813
2.467184394;0.000520739
2.621383419;0.000520739
3.246295256;0.000395762
2.467184394;0.000520739
2.67488104;0.000510324
3.289579193;0.000390554
3.289579193;0.000390554
3.246295256;0.000395762
2.624664249;0.000489495
2.621383419;0.000520739
2.849329803;0.00047908
3.123018221;0.000411384
87.11809302;9.21709E-05
83.39154149;9.06086E-05
82.27025806;8.69635E-05
98.26199916;7.55072E-05
107.7111411;6.68629E-05
92.51941479;7.96731E-05
89.78035317;7.91524E-05
80.81515148;8.64427E-05
94.51246341;7.65487E-05
95.72758242;7.75902E-05
80.4754673;8.80049E-05
140.0641141;4.9991E-05
89.98077231;8.54012E-05
94.81803379;8.3839E-05
88.48921301;9.16501E-05
87.93750092;9.11294E-05
114.0650319;7.60279E-05
97.19211251;8.5922E-05
89.56094513;8.95672E-05
66.10445144;0.00011977
91.24954047;8.85257E-05
103.9879673;8.33183E-05
90.36630946;9.89405E-05
82.38633603;0.000109355
60.93945454;0.000130185
59.15074586;0.000130185
59.95969766;0.000135392
51.2229885;0.000166637
51.80123484;0.000166637
30.7516912;0.000182259
42.89167607;0.000197881
40.279794;0.000213503
23.02423793;0.00038014
38.54975616;0.000229125
34.60911442;0.000234333
33.46446918;0.000244747
31.98201993;0.000281199
31.98201993;0.000281199
33.40978868;0.000281199
30.83980493;0.000291614
30.29875572;0.000296821
29.27167926;0.000307236
29.53303354;0.000307236
29.79438781;0.000307236
30.83980493;0.000291614
31.11516033;0.000291614
29.01032498;0.000307236
29.27167926;0.000307236
29.27167926;0.000307236
29.04081631;0.000312444
29.53303354;0.000307236
28.81752264;0.000317651
29.29781468;0.000312444
91.32407352;6.71754E-05
85.17086752;6.66546E-05
92.77641317;6.24887E-05
87.64303538;6.09265E-05
97.30102867;5.0043E-05
87.29005657;5.9885E-05
78.47852799;6.40509E-05
90.62829468;5.51984E-05
100.5965066;5.46776E-05
87.99978821;6.04058E-05
96.04396393;5.46776E-05
149.9288978;3.38481E-05
95.16282664;5.46776E-05
104.6350524;5.10324E-05
101.6090415;4.94702E-05
10.40747759;0.000419716
10.27346147;0.000413467
11.32890793;0.000382743
12.35225167;0.000344209
11.47829818;0.000370766
8.155061819;0.000505117
10.66560784;0.000381702
10.23104111;0.000437942
13.07232116;0.000324941
11.76610329;0.000369204
13.67522132;0.000312964
14.84879497;0.000295259
16.8708527;0.000282241
13.95491782;0.000427527
8.130494027;0.000515532
9.699914636;0.000433776
7.709951233;0.000536361
6.818709164;0.000567606
7.191012207;0.000541569
4.014993472;0.001103967
2.475499048;0.002124616
2.284479047;0.002546415
1.855615381;0.003686834
2.077493136;0.002489134
2.018377477;0.002562037
2.032200426;0.002588074
2.047812097;0.002619319
2.046584616;0.002562037
2.024258801;0.002530793
2.215253594;0.002218349
2.419545671;0.001921528
2.832621581;0.001661158
2.493431037;0.00195798
2.239300521;0.002233971
2.360900321;0.001843417
2.294180611;0.002135031
2.45136911;0.002030883
2.407009165;0.002135031
2.390084882;0.002082957
2.612816807;0.001874661
2.721159259;0.001770514
2.891231712;0.001666366
3.135380168;0.001562218
2.612816807;0.001874661
2.612816807;0.001874661
2.643411851;0.001822587
2.721159259;0.001770514
2.80361863;0.00171844
2.721159259;0.001770514
2.721159259;0.001770514
2.721159259;0.001770514
3.137152571;0.001510144
